번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
3979,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-07-20,,1,영업/정상,0,정상,,,,,02-979-8575,0.0,,서울특별시 노원,"서울특별시 노원구 동일로 ****-*, 메인동물메디컬센터 (공릉동)",1858.0,메인동물메디컬센터,2022-04-28 18:11,I,2022-07-02 17:34,,206456.6062,457709.7754,동물위탁관리업,동물위탁관리업,0,0
3980,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-07-24,,1,영업/정상,0,정상,,,,,02-937-9724,0.0,,서울특별시 노원,서울특별시 노원구 동일로 **** (상계동),1630.0,수락동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,204868.6109,463402.192,동물위탁관리업,동물위탁관리업,0,0
3981,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-08-07,,1,영업/정상,0,정상,,,,,02-900-7710,0.0,,서울특별시 노원,"서울특별시 노원구 월계로**길 **, 상가동 *층 (월계동)",1882.0,유림동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,204454.9741,458289.0699,동물위탁관리업,동물위탁관리업,0,0
3982,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-08-07,,1,영업/정상,0,정상,,,,,02-905-7588,0.0,,서울특별시 노원,"서울특별시 노원구 월계로 ***, 상천빌딩 *층 (월계동)",1885.0,닥터스종합동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,205036.7653,458534.5589,동물위탁관리업,동물위탁관리업,0,0
3983,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-08-10,,1,영업/정상,0,정상,,,,,02-933-7779,0.0,,서울특별시 노원,"서울특별시 노원구 상계로*길 **, 대광빌딩 *층 (상계동)",1693.0,카페멍스,2022-04-28 18:11,I,2022-07-02 17:34,,205543.4321,461621.973,동물위탁관리업,동물위탁관리업,0,0
3984,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-11-02,,1,영업/정상,0,정상,,,,,02-933-9998,0.0,,서울특별시 노원,"서울특별시 노원구 동일로***길 **, 삼천리 ***호 (상계동)",1607.0,루피네,2022-04-28 18:11,I,2022-07-02 17:34,,204736.9432,463928.1073,동물위탁관리업,동물위탁관리업,0,0
3985,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-03-04,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 동일로 ****, 송이빌딩 *층 (공릉동)",1858.0,루프독 1027,2022-04-28 18:11,I,2022-07-02 17:34,,206453.1977,457722.6996,동물위탁관리업,동물위탁관리업,0,0
3986,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-05-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 한글비석로**길 **, *층 (상계동)",1665.0,소담 살롱,2022-04-28 18:11,I,2022-07-02 17:34,,206289.6193,462353.9718,동물위탁관리업,동물위탁관리업,0,0
3987,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-06-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 상계로 **, 노원위너스빌딩 *층 ***호 (상계동)",1691.0,아담스펫강아지&가필드고양이,2022-04-28 18:11,I,2022-07-02 17:34,,205724.1077,461637.4382,동물위탁관리업,동물위탁관리업,0,0
3988,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-07-16,,1,영업/정상,0,정상,,,,,02-930-9997,0.0,,서울특별시 노원,"서울특별시 노원구 한글비석로 ***, ***호 (상계동, 솔매빌라트)",1667.0,똑똑독,2022-04-28 18:11,I,2022-07-02 17:34,,206124.5848,462201.6375,동물위탁관리업,동물위탁관리업,0,0
3989,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-07-31,,1,영업/정상,0,정상,,,,,02-933-1456,0.0,,서울특별시 노원,"서울특별시 노원구 상계로 **-*, *층 (상계동)",1693.0,도니바니 애견카페,2022-04-28 18:11,I,2022-07-02 17:34,,205491.4681,461586.7717,동물위탁관리업,동물위탁관리업,0,0
3990,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-08-20,,1,영업/정상,0,정상,,,,,02-933-1253,0.0,,서울특별시 노원,"서울특별시 노원구 상계로*길 **, ***호 (상계동, 동양메이저아파트)",1692.0,개다방,2022-04-28 18:11,I,2022-07-02 17:34,,205575.7367,461696.6591,동물위탁관리업,동물위탁관리업,0,0
3991,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-05-02,,1,영업/정상,0,정상,,,,,2658-6006,0.0,,서울특별시 강서,"서울특별시 강서구 강서로 ***, 상가동 ***호 (가양동, 일신건영휴먼빌아파트)",7530.0,피플앤독,2022-04-28 18:10,I,2022-07-02 17:34,,185989.647,451859.7107,동물위탁관리업,동물위탁관리업,0,0
3992,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-05-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 화곡로**길 ***, 제상가A동 *층 ***,***호 (화곡동, 화곡푸르지오)",7703.0,버들강아지,2022-04-28 18:10,I,2022-07-02 17:34,,185034.347,449164.9725,동물위탁관리업,동물위탁관리업,0,0
3993,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-07-11,,1,영업/정상,0,정상,,,,,02-2606-6456,0.0,,서울특별시 강서,"서울특별시 강서구 강서로 ***, *층 (화곡동)",7705.0,노블도그,2022-04-28 18:10,I,2022-07-02 17:34,,185416.8501,449408.5064,동물위탁관리업,동물위탁관리업,0,0
3994,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-09-03,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작,"서울특별시 동작구 상도로 ***, 성은빌딩 (상도동)",6964.0,유케어종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,194835.7622,444759.1576,동물위탁관리업,동물위탁관리업,0,0
3995,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-09-10,,1,영업/정상,0,정상,,,,,02-6014-2126,0.0,,서울특별시 동작,서울특별시 동작구 상도로 ***-* (상도동),6921.0,두젠틀,2022-04-28 18:10,I,2022-07-02 17:34,,194879.621,444803.0784,동물위탁관리업,동물위탁관리업,0,0
3996,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-09-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작,"서울특별시 동작구 흑석한강로 ** (흑석동, 흑석한강푸르지오)",6981.0,재미나개,2022-04-28 18:10,I,2022-07-02 17:34,,196874.5913,444555.9006,동물위탁관리업,동물위탁관리업,0,0
3997,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-09-27,,1,영업/정상,0,정상,,,,,02-817-8172,0.0,,서울특별시 동작,"서울특별시 동작구 상도로 ***, 상정빌딩 (상도*동)",6970.0,정겨운동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,195574.4601,444203.2744,동물위탁관리업,동물위탁관리업,0,0
3998,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-06-22,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 서초,"서울특별시 서초구 나루터로 **, 영서빌딩 *층 ***호 (잠원동)",6526.0,달링그루밍(Darling Grooming),2023-02-08 10:20,U,2023-02-10 2:40,,201492.4732,445897.4925,동물위탁관리업,동물위탁관리업,0,0
3999,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-07-03,,1,영업/정상,0,정상,,,,,02-2155-1052,0.0,,서울특별시 서초,"서울특별시 서초구 매헌로 **, 지하*층 (양재동)",6771.0,㈜이마트양재점,2022-04-28 18:10,I,2022-07-02 17:34,,203204.7556,440136.7812,동물위탁관리업,동물위탁관리업,L00,0
4000,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-07-20,,1,영업/정상,0,정상,,,,,25937667,0.0,,서울특별시 서초,서울특별시 서초구 방배로 *** (방배동),6585.0,방배한강동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,199178.5392,443278.7524,동물위탁관리업,동물위탁관리업,0,0
4001,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2020-01-02,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 삼전로 **, B*층 ***호 (잠실동, 뜨레피움*차)",5578.0,킨더독,2022-04-28 18:11,I,2022-07-02 17:34,,207647.0473,444634.2284,동물위탁관리업,동물위탁관리업,0,0
4002,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2020-08-25,,1,영업/정상,0,정상,,,,,02-3012-4400,0.0,,서울특별시 송파,"서울특별시 송파구 위례서로 ***, 위례제일주유소 (거여동)",5790.0,야옹아멍멍해봐 송파위례점,2022-04-28 18:11,I,2022-07-02 17:34,,212576.8619,442871.8204,동물위탁관리업,동물위탁관리업,0,0
4003,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2020-09-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,서울특별시 송파구 가락로 ***-* (방이동),5628.0,펫살롱 헤아림,2022-04-28 18:11,I,2022-07-02 17:34,,210545.4186,445707.1424,동물위탁관리업,동물위탁관리업,0,0
4004,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2020-11-16,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 백제고분로**길 **, *층 (삼전동)",5606.0,THE 발라당호텔,2022-04-28 18:11,I,2022-07-02 17:34,,207915.9313,444829.4054,동물위탁관리업,동물위탁관리업,0,0
4005,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-01-20,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 송파대로**길 **-*, *층 (석촌동)",5697.0,바우홀릭 강아지고양이분양 잠실점,2022-04-28 18:11,I,2022-07-02 17:34,,209646.4069,444321.5195,동물위탁관리업,동물위탁관리업,0,0
4006,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-01-27,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 위례성대로**길 *, DAWON B*층 (방이동)",5637.0,돌봄앤아카데미,2022-04-28 18:11,I,2022-07-02 17:34,,210796.4998,445661.8972,동물위탁관리업,동물위탁관리업,0,0
4007,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-06-02,,1,영업/정상,0,정상,,,,,24179887,0.0,,서울특별시 송파,"서울특별시 송파구 송파대로**길 **, 석촌호수 나인파크 A B동 ***호 (석촌동)",5611.0,개님살롱레이크사이드,2022-04-28 18:11,I,2022-07-02 17:34,,208681.4022,444879.0567,동물위탁관리업,동물위탁관리업,0,0
4008,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-06-15,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,서울특별시 송파구 동남로*길 ** (문정동),5804.0,몽타운,2022-04-28 18:11,I,2022-07-02 17:34,,210938.9386,442986.6804,동물위탁관리업,동물위탁관리업,0,0
4009,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-06-23,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 정의로*길 **, 힐스테이트에코송파 ***호 (문정동)",5835.0,비숑 테네리페,2022-04-28 18:11,I,2022-07-02 17:34,,,,동물위탁관리업,동물위탁관리업,0,0
4010,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-08-18,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 거마로 **, 사혜빌딩 ***호 (마천동)",5734.0,패밀리앤퍼피,2022-04-28 18:11,I,2022-07-02 17:34,,212947.5185,444232.7614,동물위탁관리업,동물위탁관리업,0,0
4011,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-09-06,,1,영업/정상,0,정상,,,,,02-2088-2878,0.0,,서울특별시 송파,"서울특별시 송파구 중대로 ***, 이화빌딩 *층 (오금동)",5720.0,엘동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,211776.3599,445161.7295,동물위탁관리업,동물위탁관리업,0,0
4012,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2021-09-16,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 동남로*길 **, B*호 (문정동)",5804.0,힐링몽,2022-04-28 18:11,I,2022-07-02 17:34,,210938.9386,442986.6804,동물위탁관리업,동물위탁관리업,0,0
4128,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-05-30,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강북,서울특별시 강북구 한천로***길 ** (수유동),1055.0,나라 앤 송이 애견샵,2022-04-28 18:10,I,2022-07-02 17:34,,202341.0761,460073.8895,동물위탁관리업,동물위탁관리업,0,0
4129,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-06-07,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강북,"서울특별시 강북구 한천로 ****, *층 (수유동)",1043.0,꽃보다 개,2022-04-28 18:10,I,2022-07-02 17:34,,201781.3734,460166.6292,동물위탁관리업,동물위탁관리업,0,0
4130,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-07-09,,1,영업/정상,0,정상,,,,,02-987-9808,0.0,,서울특별시 강북,"서울특별시 강북구 오패산로**길 **, *층 (미아동)",1153.0,버블펫,2022-04-28 18:10,I,2022-07-02 17:34,,202778.0455,457972.166,동물위탁관리업,동물위탁관리업,0,0
4131,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-07-31,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강북,"서울특별시 강북구 도봉로**길 **, *층 (미아동)",1162.0,펫시터(애견호텔)라울레미 하우스,2022-04-28 18:10,I,2022-07-02 17:34,,202730.3495,457804.1762,동물위탁관리업,동물위탁관리업,0,0
4132,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-07-31,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강북,"서울특별시 강북구 솔샘로 ***, *층 (미아동)",1193.0,솔샘펫,2022-04-28 18:10,I,2022-07-02 17:34,,201502.6089,457502.1036,동물위탁관리업,동물위탁관리업,0,0
4133,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-09-20,,1,영업/정상,0,정상,,,,,02-903-7582,0.0,,서울특별시 강북,"서울특별시 강북구 노해로 **, 리안스페이스 *층 (수유동)",1077.0,24시 수유 바른펫 동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,201895.657,459898.769,동물위탁관리업,동물위탁관리업,0,0
4134,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-10-01,,1,영업/정상,0,정상,,,,,02-907-1565,0.0,,서울특별시 강북,서울특별시 강북구 덕릉로 ** (수유동),1081.0,위드벳홀딩스 주식회사,2022-04-28 18:10,I,2022-07-02 17:34,,201926.5046,459160.7636,동물위탁관리업,동물위탁관리업,L00,0
4135,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2018-10-02,,1,영업/정상,0,정상,,,,,02-984-7588,0.0,,서울특별시 강북,"서울특별시 강북구 삼양로**길 **, 위브 테라스 파크 ***호 (미아동)",1197.0,H 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,201598.5114,457357.307,동물위탁관리업,동물위탁관리업,0,0
4136,동물위탁관리업,02_03_10_P,3080000,3.08e+17,2019-01-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강북,"서울특별시 강북구 솔샘로 ***, *층 (미아동)",1193.0,솔샘펫,2022-04-28 18:10,I,2022-07-02 17:34,,201502.6089,457502.1036,동물위탁관리업,동물위탁관리업,0,0
4137,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-12-03,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 동일로 ****, 명석빌딩 ***호 (상계동)",1756.0,도그마루 노원점,2022-04-28 18:11,I,2022-07-02 17:34,,205426.0931,460800.0735,동물위탁관리업,동물위탁관리업,0,0
4138,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2019-12-18,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 노원로**길 **, 지하층 (상계동)",1704.0,개과천선,2022-04-28 18:11,I,2022-07-02 17:34,,206072.1961,461392.857,동물위탁관리업,동물위탁관리업,0,0
4139,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2020-03-26,,1,영업/정상,0,정상,,,,,02-935-0326,0.0,,서울특별시 노원,"서울특별시 노원구 한글비석로 ***, 우리유치원 *층 ***호 (중계동)",1713.0,나나펫(NaNaPet),2022-04-28 18:11,I,2022-07-02 17:34,,206789.6311,461170.1609,동물위탁관리업,동물위탁관리업,0,0
4140,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2020-11-06,,1,영업/정상,0,정상,,,,,02-951-0907,0.0,,서울특별시 노원,"서울특별시 노원구 동일로 ****, 명지프라자빌딩 ***호 (상계동)",1763.0,아이엠독,2022-04-28 18:11,I,2022-07-02 17:34,,205337.119,460895.3197,동물위탁관리업,동물위탁관리업,0,0
4141,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2020-12-01,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원,"서울특별시 노원구 동일로***길 ***, 영빌딩 *층 (상계동)",1626.0,개와커피가썸타는날(개썸커피),2022-04-28 18:11,I,2022-07-02 17:34,,205358.6739,463606.7829,동물위탁관리업,동물위탁관리업,0,0
4142,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2021-02-03,,1,영업/정상,0,정상,,,,,02-978-4775,0.0,,서울특별시 노원,"서울특별시 노원구 섬밭로 ***, 건영옴니백화점 *층 (중계동)",1779.0,웰리스동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,205645.892,459609.0125,동물위탁관리업,동물위탁관리업,0,0
4143,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2021-12-23,,1,영업/정상,0,정상,,,,,02-971-5955,0.0,,서울특별시 노원,"서울특별시 노원구 동일로 ****, *층 (공릉동)",1848.0,골드퍼피 애견유치원,2022-04-28 18:11,I,2022-07-02 17:34,,206546.7347,457584.8358,동물위탁관리업,동물위탁관리업,0,0
4144,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2020-05-27,,1,영업/정상,0,정상,,,,,26648275,0.0,,서울특별시 강서,"서울특별시 강서구 강서로 ***, *층 (내발산동)",7680.0,우장산동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,185490.3942,449861.7803,동물위탁관리업,동물위탁관리업,0,0
4145,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 양천로 ***, *층 (염창동)",7544.0,염창제일동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,188426.3767,450097.9649,동물위탁관리업,동물위탁관리업,0,0
4146,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 곰달래로 ***, *층 (화곡동)",7785.0,우산쓴고양이,2022-04-28 18:10,I,2022-07-02 17:34,,187813.2258,447777.2063,동물위탁관리업,동물위탁관리업,L00,0
4147,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-10,,1,영업/정상,0,정상,,,,,26527515,0.0,,서울특별시 강서,"서울특별시 강서구 등촌로 **, 신진통상빌딩 (화곡동)",7741.0,서울플러스 종합 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,187845.6075,448071.203,동물위탁관리업,동물위탁관리업,0,0
4148,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-13,,1,영업/정상,0,정상,,,,,36657975,0.0,,서울특별시 강서,"서울특별시 강서구 공항대로 ***, 경왕빌딩 지하*층 (등촌동)",7590.0,아프리카펫센터,2022-04-28 18:10,I,2022-07-02 17:34,,186227.8789,450670.1946,동물위탁관리업,동물위탁관리업,0,0
4149,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 등촌로**길 **, *층 (등촌동)",7668.0,꿈꾸는 고양이,2022-04-28 18:10,I,2022-07-02 17:34,,187694.2717,449282.863,동물위탁관리업,동물위탁관리업,0,0
4150,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 금낭화로**가길 **, *층 (방화동)",7512.0,맘즈펫부티끄,2022-04-28 18:10,I,2022-07-02 17:34,,183606.5419,452973.1751,동물위탁관리업,동물위탁관리업,0,0
4151,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-17,,1,영업/정상,0,정상,,,,,366108200,0.0,,서울특별시 강서,"서울특별시 강서구 양천로**길 **-**, 이스타빌*차 ***호 (가양동)",7526.0,고려종합동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,186943.8856,451159.5135,동물위탁관리업,동물위탁관리업,0,0
4152,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-17,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서,"서울특별시 강서구 강서로**가길 **, 아림빌딩 *층 ***호 (화곡동)",7705.0,(주)다온케이,2022-04-28 18:10,I,2022-07-02 17:34,,185410.6795,449443.8171,동물위탁관리업,동물위탁관리업,L00,0
4153,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-17,,1,영업/정상,0,정상,,,,,3664-7511,0.0,,서울특별시 강서,"서울특별시 강서구 양천로 ***, 현대프린스텔 *층 (등촌동)",7548.0,24시 안박동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,187239.1822,450877.7984,동물위탁관리업,동물위탁관리업,0,0
4154,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-19,,1,영업/정상,0,정상,,,,,3662-8661,0.0,,서울특별시 강서,서울특별시 강서구 양천로 *** (염창동),7554.0,서서울 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,188538.5314,449904.1474,동물위탁관리업,동물위탁관리업,0,0
4155,동물위탁관리업,02_03_10_P,3150000,3.15e+17,2018-09-19,,1,영업/정상,0,정상,,,,,26610530,0.0,,서울특별시 강서,서울특별시 강서구 공항대로 ** (공항동),7619.0,송정동물메디컬센터,2022-04-28 18:10,I,2022-07-02 17:34,,183293.1193,451048.5921,동물위탁관리업,동물위탁관리업,0,0
4156,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-10-01,,1,영업/정상,0,정상,,,,,28127513,0.0,,서울특별시 동작,서울특별시 동작구 상도로 *** (상도동),6977.0,상도힐링동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,195791.5575,443898.9174,동물위탁관리업,동물위탁관리업,0,0
4157,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-10-10,,1,영업/정상,0,정상,,,,,02-593-8275,0.0,,서울특별시 동작,"서울특별시 동작구 사당로 ***, 사당의원 (사당동)",7008.0,굿파파24시 반려동물 건강검진센터,2022-04-28 18:10,I,2022-07-02 17:34,,198128.4978,442514.2025,동물위탁관리업,동물위탁관리업,0,0
4158,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-10-23,,1,영업/정상,0,정상,,,,,02-816-9992,0.0,,서울특별시 동작,서울특별시 동작구 장승배기로 ** (상도동),6967.0,이스트핸즈(낚시터고양이),2022-04-28 18:10,I,2022-07-02 17:34,,194926.8701,444162.0824,동물위탁관리업,동물위탁관리업,0,0
4159,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2018-12-17,,1,영업/정상,0,정상,,,,,261050509,0.0,,서울특별시 동작,서울특별시 동작구 대림로 ** (신대방동),7073.0,슈슈펫살롱,2022-04-28 18:10,I,2022-07-02 17:34,,191839.2886,442807.8815,동물위탁관리업,동물위탁관리업,0,0
4160,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2020-02-04,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작,"서울특별시 동작구 양녕로 ***-*, *층 (상도*동)",6919.0,품 동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,195455.8205,444687.3629,동물위탁관리업,동물위탁관리업,0,0
4161,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2020-03-10,,1,영업/정상,0,정상,,,,,02-822-0275,0.0,,서울특별시 동작,서울특별시 동작구 현충로 ** (흑석동),6979.0,흑석24시동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,196748.112,445093.0709,동물위탁관리업,동물위탁관리업,0,0
4162,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2020-10-30,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작,"서울특별시 동작구 보라매로*길 *, *동 *층 상가동***호 (신대방동, 보라매우성아파트)",7071.0,뽀리&쵸쵸,2022-04-28 18:10,I,2022-07-02 17:34,,193311.8316,443352.6725,동물위탁관리업,동물위탁관리업,0,0
4163,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2022-03-03,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작,"서울특별시 동작구 등용로 **, 지원빌딩 *층 (대방동)",6933.0,웰컴댕댕,2023-02-20 10:16,U,2023-02-22 2:40,,193947.7004,445210.6456,동물위탁관리업,동물위탁관리업,0,0
4164,동물위탁관리업,02_03_10_P,3190000,3.19e+17,2022-06-29,,1,영업/정상,0,정상,,,,,02-6959-0759,0.0,,서울특별시 동작,"서울특별시 동작구 만양로 **, 대화빌딩 *층 ***호 (상도동)",6921.0,"다정다감, 봄",2022-06-29 14:28,I,2022-07-02 17:34,,195234.6096,444855.9021,동물위탁관리업,동물위탁관리업,0,0
4165,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-07-20,,1,영업/정상,0,정상,,,,,02-533-8086,0.0,,서울특별시 서초,"서울특별시 서초구 효령로 **, 효서빌딩 *층 (방배동)",6687.0,잇츠그루밍타임,2022-04-28 18:10,I,2022-07-02 17:34,,199486.6945,442077.6079,동물위탁관리업,동물위탁관리업,0,0
4166,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-08-24,,1,영업/정상,0,정상,,,,,02-582-2357,0.0,,서울특별시 서초,서울특별시 서초구 효령로**길 * (서초동),6643.0,서초동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,201437.4779,442585.4812,동물위탁관리업,동물위탁관리업,0,0
4167,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-09-04,,1,영업/정상,0,정상,,,,,02-3476-7522,0.0,,서울특별시 서초,"서울특별시 서초구 동작대로 **, 대광빌딩 *층 (방배동)",6691.0,VIP펫,2022-04-28 18:10,I,2022-07-02 17:34,,198351.955,441943.105,동물위탁관리업,동물위탁관리업,0,0
4168,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-09-06,,1,영업/정상,0,정상,,,,,02-588-7511,0.0,,서울특별시 서초,"서울특별시 서초구 사임당로 **, 유미원 *층 (서초동)",6641.0,서초M동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,201556.6076,443008.6044,동물위탁관리업,동물위탁관리업,0,0
4169,동물위탁관리업,02_03_10_P,3210000,3.21e+17,2018-09-18,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 서초,"서울특별시 서초구 동산로**길 *, *층 *호 (양재동)",6784.0,오드리캣츠호텔,2022-04-28 18:10,I,2022-07-02 17:34,,203936.4776,441050.6447,동물위탁관리업,동물위탁관리업,0,0
